ID,5SS,3SS
AT1G09080,110;466;773;1665;1998,170;560;941;1759;2086
AT1G09090,389;705;868;1071;1651;2197;2418;2645;2831;2979;3558,544;818;956;1212;1809;2321;2528;2727;2904;3057;3646
AT1G09100,222;683;1030;1340;1630;1845;2010;2211;2532,565;921;1147;1437;1725;1921;2090;2390
AT1G09130,742;938;1076;1331;1492;1766;1924;2217,639;814;1015;1233;1417;1711;1839;2135;2428
AT1G09140,245;434;595;777;909;1074;1247;1447;1633;1808;2808,367;519;673;861;1015;1196;1389;1519;1729;2749
AT1G09180,493,360;597
AT1G09210,1154;1441;1797;2075;2248;2388;2963;3144;3285;3476;3677,1045;1247;1537;1969;2160;2329;2894;3047;3236;3445;3559;3773
AT1G09230,338;624;936;1173;1456;1863;2109;2503;2692;2837,551;725;1090;1314;1700;1934;2414;2632;2770;2989
AT1G09270,913;1106;1338;1748;2060;2386;2599;2999,815;1013;1205;1561;1895;2306;2469;2870;3123
AT1G09280,301;807;1335;1608;1776;1937;2159;2335,644;1228;1426;1693;1853;2025;2234
AT1G09330,738;1031;1212;2010,674;826;1151;1882;2163
AT1G09340,933;1098;1312;1478;1640;2030;2288;2530,797;1010;1220;1422;1578;1807;2170;2439
AT1G09350,555;969;1274,644;1121;1352
AT1G09420,260;699;1033;1225;1424;1761;1950;2084;2360;2627;2903,493;784;1129;1308;1554;1840;2048;2429;2701
AT1G09430,238;671;909;1101;1423;1635;1808;2023;2324;2533;2769,493;746;1019;1370;1519;1725;1926;2221;2415;2651;2907
AT1G09530,1519;2490;2686;2843;3141,1609;2577;2776;3074
AT1G53850,299;475;776;1068;1255;1427;1622;1784,216;392;694;953;1152;1367;1518;1717
AT1G09570,3688;4049,2870;3757
AT1G09730,283;1060;1371;1707;1860;2468;2929;3221;3609;3744;3917;4262;4996;5723,625;1508;1801;2358;2871;3088;3407;3687;3822;4170;4875;5299
AT1G09760,312;805;1111;1770;1941;2115,270;674;904;1610;1889;2039
AT1G09790,67;1231;1493;1866,131;773;1347;1584
AT1G09795,980;1200;1529;1715;1901;2321;2522;2677;2891,919;1085;1462;1606;1816;2218;2407;2595;2770
AT1G09810,898;1096;1226;1472;1747;2345;2823,850;1033;1176;1406;1560;1870;2435;2924
AT1G09830,382;868;1754,493;1222;1841
AT1G09850,1260;1501;2018,1023;1359;1585
AT1G09930,893;1554;1885,794;989;1631;1966
AT1G09960,1901;2101;2273;2756,1172;2036;2228;2573;2841
AT1G10010,1187;1516;1757;2223,1092;1300;1613;1994;2414
AT1G10060,653;1268;1529;1746;1923;2136;2327;2574,578;1092;1351;1613;1823;2018;2230;2460
AT1G10070,234;418;693;951;1165;1341;1533;1691;1882,343;514;773;1032;1241;1415;1594;1768
AT1G10120,1738;1906;2060;2230;2442;2616,1545;1839;1990;2157;2321;2530
AT1G10130,242;493;631;1054;1606;2066;2344;2734;2915;3262;3519;3868;4246;4675;5110;5560;6151;6513;7066;7334;7537;7761;7974;8255;8771;9106;9301;9692;9939;10388;10531;10813,441;1035;1468;1990;2297;2673;2833;3175;3416;3813;4143;4615;4964;5451;5997;6407;6868;7224;7437;7614;7915;8161;8719;8973;9198;9636;9852;10054;10281;10476;10766
AT1G10155,63;278,185
AT1G10180,553;1717;2307;2582;2890,457;698;1799;2392;2752;2979
AT1G10210,782,
AT1G10240,1560;2203,1758
AT1G10290,513;847;1064;1286;1692;1980;2716;3144;3344;3695;3907;4095;4351;4653;4780;5207;5434;5887;6068;6324,795;942;1192;1629;1861;2567;3041;3223;3610;3778;4009;4211;4575;4722;5061;5293;5772;5999;6150;6476
AT1G10385,251;453;1582;2496,354;545;1668;2579
AT1G10390,382;848;1279;2107;2450;3184;3449;3586;3842;4178;4460;4844,770;984;1458;2221;2548;3360;3524;3702;4060;4284;4801
AT4G19850,191;433;815,292;523;890
AT1G10470,944;1109;1262,866;1030;1190
AT1G10500,326;796,576;1182
AT1G10510,184;541;973;1167;1406;1678;1869;2041;2216;2478;2706;2883;3049;3243;3438;3614;3807,266;759;1107;1267;1602;1784;1978;2145;2401;2574;2822;2973;3137;3341;3532;3704
AT1G10540,393;582;841;1042;1208;1337;1605;1771;1948;2088;2292;2451;2711,483;663;940;1131;1276;1413;1670;1860;2028;2199;2372;2549;2785
AT1G10550,298;552;885,450;675
AT1G10570,805;997;1373;1551;1716;1834;2017;2580;2918;3149;3342,883;1070;1501;1803;1911;2481;2794;3036;3233
AT1G10600,438;968;1124;1259,347;892;1060;1205;1339
AT1G10610,1044;1187;1333;1848;2152;2407,845;1122;1263;1412;1950;2229
AT1G10620,1274;1843;2091;2288;2489;2723;2981,1401;2003;2216;2411;2574;2818;3077
AT1G10630,695;843;1048;1253;1427,526;771;927;1133;1344;1582
AT1G10670,196;503;925;1166;1348;1498;1706;1858;2050;2235;2429,390;747;1003;1266;1445;1590;1775;1953;2132;2311;2526
AT1G10680,398;923;1181;1589;1937;2552;3001;3479;3819;4154;4646;5125,867;1004;1387;1676;2022;2632;3092;3576;3905;4232;5245
AT1G10700,1033;1219;1386;1747;1930,716;1122;1316;1617;1829
AT5G23720,402;635;972;1221;1486;3064;3356;3701;3958,323;491;769;1043;1324;1967;3208;3472;3799
AT1G10730,622;791;1078;1256;1456;1677;1869;2111;2309,474;727;900;1151;1347;1579;1770;1968;2185
AT1G10760,53;504;1131;1376;1564;1736;1946;2199;3014;3227;3440;3677;3857;4242;4586;4947;5205;5406;5547;5701;5951;6177;6581;6784;7117;7305;7591;7897;8327;8771;9022;9193;9413,128;852;1333;1462;1656;1853;2044;2617;3118;3343;3535;3767;4106;4422;4856;5018;5342;5483;5640;5797;6092;6403;6676;6902;7200;7457;7770;8215;8671;8847;9099;9296
AT1G10830,766;1080,618;869;1508
AT1G10840,327;523;806;1009;1162;1569;1703;1911;2103;2256;2594,442;688;904;1094;1434;1653;1838;2000;2187;2440
AT1G10870,242;445;887;1044;1407;1804;2056;2475;2660;2806;3449;3896;4618;4934;5281;5730;5968;6581,367;785;972;1343;1758;1989;2426;2563;2763;3241;3769;4401;4846;5019;5607;6134
AT1G10900,845;1949;2453;3159;3476;3749;4116;4497,928;2284;2992;3364;3560;3960;4330;4574
AT1G10920,1266;1575,1415
AT1G10930,244;711;968;1482;2124;2518;2737;3377;3582;3823;4064;4425;4671;4870;5081;5222;5404;5646;5884;6042;6427;6593;6855;7044;7222,625;808;1423;1709;2343;2605;3009;3449;3735;3935;4303;4518;4733;4956;5150;5334;5522;5724;5960;6264;6536;6727;6948;7143
AT1G10940,870;1086;1330;1517;2125,794;983;1275;1423;1596;2025
AT1G10950,1314;1523;1864;2056;2290;2652;2968;3175;3633;4267,1120;1417;1845;1957;2136;2516;2800;3079;3258;3992
AT5G48390,1404;1768;1890;2644,1577;1856;2022;2722
AT1G11000,271;697;1007;1215;1589;2126;2338;2569;2735;2867;3261;3418;3555,638;785;1097;1527;2033;2262;2482;2684;2825;3224;3349;3493
AT1G11080,798;997;1183;1414;1890;2105;2288;2658;2888,689;900;1089;1315;1592;1970;2191;2551;2986
AT1G11130,1025;1194;1425;1588;1743;1894;2034;2197;2774;3229;3591;3803;4002;4295,894;1121;1358;1515;1670;1821;1967;2130;2279;2869;3318;3663;3885;4137;4407
AT1G11180,106;684;850;1055;1303;1497;1705;1862;2036;2169,560;1020;1179;1433;1610;1815;1967;2119
AT1G11190,210;666;883;1061;1247;1427;1562;2114,484;774;1004;1162;1330;1496;2039;2314
AT1G11310,732;1113;1323;1477;1711;1889;2025;2152;2405;2531;2684;2834,673;846;1205;1415;1546;1793;1974;2110;2230;2615;2772
AT1G11350,1417;1604;1888;2183;2525;2770,1495;1693;1971;2286;2618
AT1G11370,237;1099,833
AT2G42260,812,408
AT1G11420,1013;1205;1414;1566,610;1117;1293;1480
AT1G11430,415;1289;1452,1190;1385;1545
AT1G11475,419;1280,359;1184
AT1G11545,583;884,481;680;1293
AT1G11580,1256,990
AT1G11610,434;1079;1454;1830,586;1168;1547;2286
AT1G11650,382;1120;2306;2524;2739,653;2246;2392;2641
AT1G11660,1573;1939;2172;2370;2720;2982;3194;3456,1725;2075;2258;2527;2834;3064;3324
AT1G11720,348;1043;2253;2588;2988;3246;3433;3630;3834;4112;4360;4628;4838;5043;5262,978;1118;2372;2713;3069;3519;3727;3940;4230;4444;4705;4930;5137
AT1G11730,970;1078;1368;1515;1694;1900;2070;2299;2508,884;1048;1173;1450;1620;1778;1981;2172;2397
AT1G11750,365;579;1066;1215;1442;1599;1818,302;523;863;1300;1544;1724
AT1G11755,327;471;899;1030;1356;1533;1704,418;627;967;1159;1435;1620
AT1G11790,588;2119;2298;2589;2753;2926;3183;3356;3510;3671,2050;2204;2387;2671;2829;3104;3265;3441;3588
AT1G11840,78;750;970;1115;1419;1545;1749;1999,511;844;1049;1205;1496;1640;1845;2083
AT1G11870,565;900;1124;1315;1771;2024;2265;2434,412;805;974;1221;1590;1856;2129;2339
AT1G11890,940;1388;1626;1851,716;1226;1478;1773
AT1G11910,1239;1384;1664;1861;2113;2239;2436;2641;2806;3080;3297;3476,885;1322;1568;1747;1943;2198;2370;2526;2740;2922;3176;3386
AT1G12000,734;956;1139;1342;1586;1820;1998;2356;2627;2849;3075;3268;3398;3550,574;833;1084;1234;1479;1755;1908;2223;2455;2732;2962;3182;3352;3480
AT1G12140,802;1322;1608,730;1168;1388
AT1G12260,503;1602;1970,1411;1697;2114
AT1G12270,1373;1601;1926;2077;2236,1083;1514;1701;2009;2175
AT1G12350,634;836;979;1165;1320;1478;1741;1945,717;933;1078;1266;1417;1638;1824;2027
AT1G12360,381;1147;1332;1503;1635;1827;1944;2235;2503;2731;2919;3075;3405;3757;3944;4147;4300;4593;4929;5121,1087;1249;1423;1583;1729;1910;2108;2310;2646;2819;3000;3307;3630;3847;4026;4224;4392;4837;5030
AT4G28610,899;1179;1339;1451;1595;1752,333;988;1261;1407;1536;1681;1894
AT1G12410,254;440;886;1108;1318;1494;1676,209;366;770;969;1200;1424;1579;1786
AT1G12420,885;1082;1233;1889;2096,838;966;1164;1315;1990
AT1G12430,668;875;1379;1612;1901;2104;2420;2654;2876;3090;3332;3515;3749;3967;4205;4401,566;751;970;1457;1750;2014;2215;2509;2740;2957;3192;3421;3622;3840;4060;4268
AT1G12520,319;454;608;840;1366,426;534;704;1141
AT1G12540,393;891,521;1008
AT1G12580,198;1436;1821;2374,684;1523;1986;2591
AT1G12600,818;1098;1747;1933;2262,788;895;1503;1830;2153
AT1G12640,698;1038;1548;1720;1894;2096,641;816;1138;1633;1829;1976
AT1G12680,1750;2643,933;2345
AT1G12740,377;781;1017;1339;1516;1688;1890;2103,458;866;1086;1425;1608;1764;1974;2193
AT1G12750,967;1545;1938;2582;2841,1471;1660;2417;2676
AT1G12780,972;1255;1483;1696;2259;2429;2603,1204;1346;1593;1948;2345;2510;2685
AT1G12820,970;1542,352;1045
AT1G12840,1692;1905;2101;2351;2741;2957;3261;3430;3598,1622;1776;2000;2282;2598;2839;3134;3345;3517
AT1G12860,1339;1886,1419;1714;2004
AT1G12900,411;909;1231,305;603;985
AT1G12940,777;1603,1126;1676
AT3G14050,1207;1488;2080;2324;2770,1301;1618;2164;2417
AT1G12970,778;1372,1204
AT1G13060,549;773;1805;2006;2229,642;1901;2127
AT1G13120,828;1106;1318;1573;2050;2281;2434;2821;3083;3249;3403;3619,662;949;1205;1423;1699;2170;2362;2738;3013;3164;3333;3489;3697
AT1G13170,1307;1637;2321;2592;3056;3473,952;1551;2435;2746;3127;3572
AT1G13180,517;1071;1590;1934;2189;2721;2927;3109,610;1442;1840;2068;2609;2800;3009;3199
AT1G13210,1164;2140;2336;2712;2885;3091;3401;3731;4016,713;1240;2224;2434;2795;2981;3184;3505;3823
AT1G13220,896;1391;1746;1919;4019,685;1136;1474;1834;2108
AT1G13270,532;880;1126;1255;1409;1652;1853;2024,446;641;963;1212;1336;1571;1754;1975
AT1G13300,241;699;1065;1267,414;874;1189;1371
AT1G13320,161;894;1513;1858;2050;2380;2987;3343;3527;3757;3912,472;1265;1744;1969;2237;2473;3159;3433;3616;3844
AT1G62740,1367;1545;1871;2035;2197,1077;1458;1646;1967;2136;2344
AT1G13400,219;430;782;947,322;667;858
AT1G13440,511;703;1019;1210;1443;1604;1787;2016;2188,480;601;902;1109;1295;1542;1688;1872;2103
AT1G13450,1062;1505;1974,1022;1369;1742;2060
AT1G13460,1901,660
AT1G13560,636;772;915;1122;1301;1410;1597;1770;1968;2145;2324;2445;2621;2780;2934;3071;3250,484;761;863;1043;1224;1386;1495;1674;1898;2074;2259;2403;2535;2716;2874;3017;3176
AT1G13580,1217;1462;1753;2020,986;1305;1566;1834
AT1G13700,596;815,384;678;1050
AT4G04020,1262,1065;1348
AT1G13770,432;572;687;840;997;1173;1352;1527;1747;1915;2176;2291;2580,373;511;647;776;939;1108;1267;1443;1616;1821;2036;2246;2391
AT1G13790,1792;2065;2219;2615;3037,1882;2149;2320;2826;3127
AT1G13860,278;1164;1381;1720;2057;2300;2696;2956,415;1244;1478;1830;2141;2391;2822
AT1G13890,505;702;1030;1211,607;904;1112;1293
AT1G13960,786;2134;2381,1459;2215
AT1G14000,749;1123;1320;1566;1724;1871;2082;2271;2488,673;1005;1224;1444;1643;1810;1959;2184;2371;2558
AT1G14030,541;660;998;1236;1729,630;785;1112;1323;1808
AT1G14040,995;2100;2234;2390;2614;2819;3176;3368;3652;4015;4226,1729;2184;2317;2483;2697;2916;3262;3456;3732;4088
AT1G14230,1288;1528;1799;2094,1174;1419;1755;1901;2178
AT1G14240,852;1042;1651;2164;2361;2663,928;1542;1825;1974;2262;2465;2766
AT1G14250,179;906;1245;1577;1817;2159,307;1131;1468;1773;1960;2240;2724
AT1G14350,633;767;990;1164;1326;1590;1980;2218;2565,404;719;932;1090;1269;1421;1684;2074;2296;2649
AT1G14360,529;755;900;1089;1303,430;623;868;984;1180
AT1G14370,1051;1281;1519;1729,703;1144;1381;1604;1998
AT1G14380,215;1011;1324;1598;1768;3276,877;1089;1408;1686;1906
AT1G14400,363;801;923;1109;1295,663;896;1018;1205
AT1G14410,790;975;1203;1356;1518,688;881;1107;1281;1428;1608
AT1G14420,1239,550;1335
AT1G14460,2514;2830;3430;3983;4147,2609;2919;3507;4064
AT1G14510,706;1450;1977,672;1220;1849;2071
AT1G14520,394;621;981;1182;1395;1551,502;693;1068;1271;1480
AT1G14530,294;561;693;878;1025;1271;1404;1729;1873;2079,469;639;784;952;1357;1664;1818;2000
AT1G14540,303;607;994,414;827;1080
AT1G14550,319;596;854,403;684;1010
AT1G14570,305;984;1180;2090;2249;2675;3018;3372,858;1068;1860;2170;2605;2767;3096
AT1G14580,695;1319,921
AT1G14610,367;941;1246;1400;1638;1802;2011;2182;2426;2645;3022;3283;3617;4163;4522;5107;5298;5522;5755,300;877;1066;1326;1571;1717;1932;2097;2345;2586;2718;3111;3416;3759;4269;4605;5190;5421;5605
AT1G14620,663;1087;1312;1532,596;1011;1181;1405;1616
AT1G14660,538;698;851;1094;1475;1613;1755;1894;2079;2647;2843;3385;3778;4016;4232,486;605;772;935;1356;1559;1688;1848;2025;2734;3155;3474;3917;4099
AT1G14670,245;565;1259;1473;1740;2320,523;672;1334;1582;1834
AT1G14690,441;914;1275;1590;1833;2084;2324;2481;2633;2782,709;1004;1373;1676;1923;2171;2392;2558;2706
AT2G35490,1087,890;1273
AT1G14720,395;583;896,481;686;1366
AT1G14730,378;605;1155,555;954
AT1G14750,1133;1490;1906;2332;2601,1321;1738;2202;2419;2693
AT1G14790,2813;3061,436;2909;3140
AT1G14830,591;918;1111;1363;1532;1770;1926;2216;2430;2586;3132;3276;3610;3828,526;809;1008;1311;1469;1678;1860;2020;2309;2514;2905;3224;3368;3687;3921
AT1G14840,596;861;1113;1390;1652;1903;2083;2690;2973,509;794;941;1218;1495;1755;2010;2161;2784
AT1G14850,784;1016;1377;3131;3445;3777;4460;4917;5410;5996;6408,613;888;1113;1500;3231;3528;4083;4719;5051;5776;6081;6529
AT1G14860,574;773,467;688;865
AT1G14880,282;559;872,486;658;983
AT1G15020,841;1016;1380;1613;1777;1935;2165;2300;2535,815;922;1197;1548;1707;1857;2019;2258;2387;2606
AT1G15050,560;809;1018,405;667;908;1090
AT1G15080,747;923;1121;1293;1563;1716,523;834;1010;1198;1373;1655
AT1G15110,249;737;889;1047;1251;1419;1585;1787;1975;2155;2490,549;822;986;1159;1363;1504;1669;1889;2062;2235;2574
AT1G15210,1145;1360;1848;2807;3053;3197;3394;4319,1228;1454;1936;2898;3124;3286;3476
AT1G15215,271;476;734;872;1190;1395,184;429;564;810;1137;1250;1486
AT1G15220,568;787,419;654
AT1G15250,508;716,371;613
AT1G15310,342;527;2066;2336;2525,426;1964;2180;2409;2601
AT1G15440,1692;1873;2385;2829;3140,1439;1779;2012;2483;2911
AT1G15460,247;416;826;1223;1470;1730;1900;2093;2522;2895;3164,332;632;917;1302;1555;1803;1975;2183;2614;3043
AT1G15520,483;729;906;1083;1342;1516;1654;2133;2496;2920;3176;3363;3620;3896;4309;4682;4849;5065;5378;5643;5981,607;816;997;1181;1438;1599;1739;2213;2602;3014;3258;3462;3713;3975;4390;4764;4930;5149;5470;5725;6072
AT1G15570,1385;1743;1976;2166;2388;2548;2731;2976;3205,1094;1495;1838;2072;2253;2471;2619;2825;3069
AT1G15580,383;585,499
AT1G15660,1103;1304;1482;1748;2580;2740;3057;3599;3816,947;1217;1384;1589;1833;2669;2907;3348;3707
AT1G15690,451;1224;1691;1878;2290;2831;2972,648;1310;1790;1958;2419;2911;3052
AT1G15750,580;860;1078;1348;1623;1818;2199;2401;2552;2701;2975;3421;3653;3829;4052;4254;4507;4717;4910;5183;5432,679;963;1188;1444;1693;1916;2290;2481;2626;2782;3057;3511;3732;3904;4142;4326;4587;4813;4993;5264;5559
AT1G15770,985,474;1103
AT1G15780,265;810;1046;1340;2826;2996;3193;4805;5262;5613,688;933;1221;1439;2924;3117;3520;4916;5405
AT1G15880,309;799;1162;1406,558;996;1291
AT1G15960,1499;1626;1792;2030;2259;2518;2659;2908;3109;3316;3494,1419;1584;1712;1924;2148;2335;2588;2733;3003;3183;3397
AT1G15980,843;1121;1451;1636;1808,691;929;1192;1529;1721
AT1G15990,954;1254;1666;2100,1040;1351;1750;2168
AT1G16010,330;473;1229;1801;1936,422;602;1341;1887
AT1G16070,820;1077;1225;1414;1594;1757;1904,704;899;1168;1316;1503;1663;1835;2005
AT1G16090,604;810;1134,648;851;1004;1219
AT1G16110,1327,1209
AT1G16120,980;1184,1054;1260
AT1G16130,1251;1457,1333
AT1G16160,1099;1298,1174;1382
AT1G16190,649;984;1112;1272;1543;1743;1897;2148;2335;2565,486;944;1072;1197;1364;1619;1830;2099;2224;2479
AT1G16240,211;719;1020;1212;1336,498;813;1110;1290;1529
AT1G16280,1216;1500;1666;1865,892;1295;1583;1765
AT1G16300,269;651;824;947;1180;1517;1754;2415;2639;2832;3002,579;755;907;1078;1403;1653;2316;2495;2747;2911
AT1G16310,444;1083;1415;1585;1891,969;1168;1503;1659
AT1G16330,85;431;572;704;907;1052;1235;1426;1671;1959;2108;2416;2578;2769;3067;3564;3765;3983;4234;4373;4576;4848,390;510;667;845;999;1137;1389;1615;1903;2049;2360;2531;2677;3011;3278;3641;3892;4071;4312;4476;4668
AT1G16340,212;408;714;1078;1220;1414;1579;1761;1920;2257;2384;2529,616;1011;1159;1338;1493;1701;1874;2021;2208;2335;2462
AT1G16360,740;913;1118;1291;1718;2143,837;1003;1219;1419;1852;2263
AT1G16380,1465;2495,486;1553
AT1G16430,350,283;573
AT1G16440,72;906,291;977
AT1G16460,754;932;1133;1553;1814;1988;2118;2313;2458;2587,573;871;1069;1427;1650;1927;2058;2230;2393;2518
AT1G16490,594,463;673
AT1G16540,720;979;1398;1674;2071;2199;2497;2723;3032;3388;3645;3851;4069;4520;4700;5221;5425;5638,620;919;1078;1546;1964;2152;2457;2565;2928;3270;3748;3968;4408;4634;4766;5290;5526
AT1G16610,560;726;961;1128;1699;1836;2125;2424;2571,487;642;913;1475;1769;2356;2532
AT1G16710,70;645;1000;1349;2028;4527;4816;5129;5359;5760;6014;6251;6757;7158,223;884;4247;4686;4927;5215;5446;5873;6171;6363;6939
AT1G16720,840;1146;1453;1626;1922;2111;2316;2508;2712;3012;3208,932;1247;1549;1785;2005;2234;2417;2645;2777;3159;3285
AT1G16780,1112;1368;1601;1803;2350;2566;2928;3549;4043;4235;4541,907;1215;1452;1669;2176;2444;2739;3886;4122;4320
AT1G16825,937;1286,794;1215
AT1G16880,866;1090;1316;1542;1698;2084;2298;2470,819;951;1456;1637;2027;2191;2400;2550
AT1G16890,450;1071;1406;1592;1798,394;545;1011;1363;1517;1699
AT1G16900,792;1042;1473;1902;2161;2400;2769;2952,703;881;1254;1605;2048;2260;2571;2861
AT1G16970,330;570;777;1145;1378;1588;1756;2156;2464;2881;3355;3524;3746;3954;4142;4416,251;449;661;1038;1259;1503;1696;1977;2386;2732;3292;3462;3652;3832;4038;4252;4538
AT1G16980,427;1160;1370;1561;1797;1968;2117;2318;2603;2806;3072;3269;3441;3652;3866,325;773;1254;1458;1645;1878;2067;2216;2414;2687;2912;3145;3352;3520;3766
AT1G17020,935,686;1418
AT1G17040,827;1123;1361;1614;1903;2266;2498;2932;3082,634;912;1207;1448;1722;1996;2334;2593;3003
AT5G11110,624;993;1147;1927;2141;2389;2668;2954;3096;4095;4327,533;747;1082;1233;2035;2256;2490;2899;3032;3188;4198;4432
AT1G17110,1494;2029;2332;2521;2904;3125;3378;3618;3865;4030;4343;4486,888;1634;2153;2421;2594;2814;3038;3214;3493;3706;3944;4129;4423
AT1G17140,199;599,488
AT1G17210,268;645;1264;1913;3767;4108,478;1136;1577;1992;3856;4199
AT1G17220,2072;2368;2687;2856;3008;3446;3612;4022;4400;4851,2038;2253;2536;2756;2944;3289;3545;3784;4123;4661;5002
AT1G17280,364;1237;1495;1947;2093;2255;2379;2484;2740,1144;1439;1907;2028;2192;2455;2647
AT1G17290,661;1311;1440;1594;1733;1898;2080;2279;2545;2836;3084;3269;3553,1259;1388;1527;1670;1818;1974;2167;2406;2639;2928;3193;3348;3644
AT1G17340,1119;1380;1704;1877;2246;2433;2668;2878;3302;3521;3720;3979;4240;4426,913;1213;1480;1799;2057;2334;2527;2748;2997;3398;3608;3810;4068;4340
AT1G17370,926;1404;1597;1759;1941;2109;2232;2465;2669;2936,863;1300;1519;1696;1852;2032;2200;2344;2582;2758
AT1G17420,971;1413;1867;2442;2835;3194,689;1174;1536;2247;2532;2926
AT1G17440,1488;2581;2744;2919;3080;3255;3582,1274;1965;2668;2839;3017;3218;3344;3680
AT1G17460,159;825;1138;1532;2507;2855;3371;3497,674;962;1472;1654;2719;3094;3451
AT1G17470,121;624;927;1310;1622;1803;1973;2803;3059,527;858;1232;1440;1745;1897;2125;2373;2688;2887
AT1G17480,767;1076;1265,505;880;1150;1343
AT1G17500,2919;3288;3462;3627;3926;4147;4355;4641,2807;3010;3372;3541;3715;4020;4255;4448
AT1G17550,1940;2141,1588;2034
AT1G17580,711;1467;1720;1966;2114;2479;2734;2958;3214;3407;3774;3964;4161;4370;4629;4839;5158;5316;5706;6101;6334;6530;6868;7209;7541;7675;7807;8091;8330;8623;8881;9055;9237;9429;9588;9836,584;1328;1573;1808;2054;2318;2583;2820;3066;3304;3715;3861;4122;4242;4457;4706;5047;5254;5527;5894;6213;6430;6648;7068;7422;7623;7755;7919;8173;8412;8733;8983;9136;9314;9506;9752
AT1G17590,918;1169;1325;1688,1067;1249;1531
AT1G17650,630;813;1002;1145;1417;1571;1786;1945;2100;2281,547;746;925;1088;1331;1509;1732;1873;2026;2175
AT1G17690,581;964;1288;1533;1754;1961;2194;2377;2780;2955;3102;3344;3515;3677;3855;4121;4260;4472;4732;4932;5096;5261,450;838;1127;1387;1629;1859;2061;2295;2582;2881;3041;3304;3425;3611;3807;4060;4187;4441;4636;4825;5032;5185
AT1G17720,1414;1592;1799;2227;2608;2996;3268;3578;3753;3926;4102;4272,1309;1495;1678;2049;2515;2876;3143;3453;3683;3833;4023;4203
AT1G17745,765;2404;3106,2315;2628
AT1G17760,567;762;1002;1365;1583;1827;2104;2539;2762;3018;3167;3450;3921;4197;4649;5192;5354;5519;5772;6063,503;651;900;1302;1441;1697;2056;2474;2640;2958;3103;3308;3855;4099;4588;5038;5286;5440;5606;5870
AT1G17840,852;1367;1628;1832;2044;2326;2493;2847;3043,1076;1455;1708;1914;2130;2405;2573;2934;3141
AT1G17850,627;894;1166;1495;1762;2159,572;743;1002;1402;1657;1855
AT1G17870,874;1193;1515;1753,675;967;1275;1597;1827
AT1G17880,117;625;863;1009;1141,556;713;951;1101;1225
AT1G17920,900;1099;1376;1921;2106;2390;2650;2990;3173,980;1186;1464;2003;2188;2468;2726;3082
AT1G17950,401;947,520;1376
AT1G17980,395;602;809;1274;1525;1914;2082;2498;2740;3676;3829,523;700;1210;1362;1799;2018;2167;2574;2829;3760
AT1G18040,772;967;1522;1911;2248,472;857;1395;1674;1989;2351
AT1G18100,279;903;1070,840;1028
AT1G18140,219;600;947;1306,447;701;1176;1406
AT1G18150,515;1145;1365;1527;1835;2103;2332;2520;2724;3013,741;1236;1466;1684;1946;2193;2445;2606;2813
AT1G18190,1627;1852;2024;2307;2491;2690;2950;3087,588;1740;1963;2248;2437;2596;2823;3038;3172
AT1G18250,203;699,370
AT1G18260,1237;1542;2373;2754,744;1325;2048;2510;2857
AT1G18370,799;973;1153;1360;1546;1707;1852;2077;2374;2577;2764;3828;4235,553;882;1051;1242;1463;1638;1791;1951;2174;2465;2661;2855;3905
